dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
8056,2026-01-02 17:12:48,471,628,Who was the screenwriter for Da?,"[""Hugh Leonard""]",Hugh Leonard,0.4567,1,1,0,0
8057,2026-01-02 17:12:58,222,10832,Who was the screenwriter for The Bet?,"[""Gavin O'Connor""]","There are multiple films and TV episodes titled ""The Bet."" If you mean the 1990 short film ""The Bet"" (directed by Ted Demme), the screenwriter was Jonathan Ames. If you mean the 1992 Australian film ""The Bet"" (also known as ""The Swap""), the writer was Craig Lahiff. If you mean the 2006 French film ""Le Pari"" (English title ""The Bet""), the screenwriters were Didier Bourdon and Bernard Campan. Please specify which version you mean if none of these match.",0.35,0,0,1,0
8058,2026-01-02 17:12:59,867,111573,Who was the screenwriter for Home?,"[""Brad Falchuk"", ""Bradley Douglas Falchuk""]","Without additional context there are multiple films titled ""Home."" A prominent recent one is the 2015 animated film ""Home"" (DreamWorks), whose screenplay was written by Tom J. Astle and Matt Ember.",0.52,0,0,1,0
8059,2026-01-02 17:13:01,120670,17065,Who was the screenwriter for Toy Story?,"[""John Lasseter"", ""John Alan Lasseter"", ""John A. Lasseter"", ""Joss Whedon"", ""Joseph Hill Whedon"", ""Andrew Stanton"", ""Andrew Christopher Stanton Jr."", ""Andrew Ayers Stanton"", ""Pete Docter"", ""Peter Docter"", ""Peter Hans Docter"", ""Alec Sokolow"", ""Alec William Sokolow"", ""Joe Ranft"", ""Joseph Henry Ranft""]","Joss Whedon, Andrew Stanton, Joel Cohen, and Alec Sokolow (screenplay), based on characters by John Lasseter and story by Joss Whedon, Andrew Stanton, Pete Docter, Joe Ranft, and John Lasseter.",0.82,1,1,0,0
8060,2026-01-02 17:13:02,716,551,Who was the screenwriter for The Balcony?,"[""Ben Maddow""]",Jean Genet,0.07,0,0,1,0
8061,2026-01-02 17:13:03,675,7404,Who was the screenwriter for Fears?,"[""Steven Levitan""]",The screenwriter for Fears was Mauro Borrelli.,0.22,0,0,1,0
8062,2026-01-02 17:13:04,4140,2006,Who was the screenwriter for The Wave?,"[""Ron Jones"", ""Ronald Jones""]",Todd Komarnicki,0.22,0,0,1,0
8063,2026-01-02 17:13:06,214,2256,Who was the screenwriter for Urban Feel?,"[""Jonathan Sagall""]",Dito Tsintsadze,0.6825,0,0,1,0
8064,2026-01-02 17:13:07,215,409,Who was the screenwriter for Democracy?,"[""Cheryl Heuton"", ""Nicolas Falacci""]",Peter Morgan,0.57,0,0,1,0
8065,2026-01-02 17:13:08,1651,103016,Who was the screenwriter for The Valley?,"[""Peter Jackson"", ""Sir Peter Jackson"", ""Peter Robert Jackson"", ""Sir Peter Robert Jackson""]",The screenwriter for The Valley was Hany Abu-Assad.,0.105,0,0,1,0
8066,2026-01-02 17:13:10,148,379,Who was the screenwriter for Familia?,"[""Louise Archambault""]",Bertrand Blier,0.56,0,0,1,0
8067,2026-01-02 17:13:11,4532,11047,Who was the screenwriter for David?,"[""Bejoy Nambiar""]","I’m not sure which work titled ""David"" you mean—there are multiple films/TV shows/plays named ""David."" Please specify (year, medium, or a creator) so I can give the correct screenwriter.",0.25,0,0,1,1
8068,2026-01-02 17:13:12,1653,1487,Who was the screenwriter for The Fox?,"[""Howard Koch"", ""Peter Howard"", ""Lewis John Carlino""]",Edward Anhalt,0.9765,0,0,1,0
8069,2026-01-02 17:13:13,65696,8395,Who was the screenwriter for Cube?,"[""Vincenzo Natali""]",Vincenzo Natali (screenplay by Vincenzo Natali and André Bijelic; story by Vincenzo Natali),0.231,1,1,0,0
8070,2026-01-02 17:13:15,23085,288,Who was the screenwriter for Hell's Angels?,"[""Howard Estabrook""]",Howard Hughes (screenplay by Howard Hughes and Harry Behn; story by Harry Behn — principal screenwriter credited: Howard Hughes),0.52,0,0,1,0
8071,2026-01-02 17:13:16,872,14059,Who was the screenwriter for Diane?,"[""Christopher Isherwood"", ""Christopher William Bradshaw Isherwood""]",Robert Sherwood,0.129,0,0,1,0
8072,2026-01-02 17:13:17,1673,302,Who was the screenwriter for Obsession?,"[""Art Wallace""]",Michael Cristofer,0.5987,0,0,1,0
8073,2026-01-02 17:13:18,71935,82767,Who was the screenwriter for Labyrinth?,"[""Terry Jones"", ""Terence Graham Parry Jones"", ""Jim Henson"", ""James Maury Henson""]",Terry Jones,0.83,1,1,0,0
8074,2026-01-02 17:13:19,4195,707,Who was the screenwriter for Friend?,"[""Kwak Kyung-taek""]",Kwak Kyung-taek,0.74,1,1,0,0
8075,2026-01-02 17:13:20,3509,17397,Who was the screenwriter for The Shout?,"[""Robert Graves"", ""Robert von Ranke-Graves"", ""Robert Von Ranke-Graves"", ""Robert Ranke Graves"", ""Robert von Ranke Graves"", ""Jerzy Skolimowski""]","Michael Serra (screenplay by Michael Serra, based on the novel by Robert Graves)",0.1275,1,1,0,0
8076,2026-01-02 17:13:22,412,567,Who was the screenwriter for Quitting?,"[""Zhang Yang"", ""Yang Zhang""]",The screenwriter for the film Quitting (2001) is Nanfu Wang.,0.001,0,0,1,0
8077,2026-01-02 17:13:23,6769,13741,Who was the screenwriter for The Women?,"[""Anita Loos"", ""Corinne Anita Loos"", ""Jane Murfin"", ""Jane Macklem"", ""Allan Langdon Martin"", ""Clare Boothe Luce"", ""Ann Clare Boothe Luce"", ""Clare Boothe"", ""Ann Clare Boothe"", ""Ann Boothe""]",Anita Loos,0.88,1,1,0,0
8078,2026-01-02 17:13:25,318299,487945,Who was the screenwriter for Halloween?,"[""Rob Zombie"", ""Robert Bartleh Cummings"", ""Rob Straker"", ""John Carpenter"", ""John Howard Carpenter""]",John Carpenter (with co-writer Debra Hill),0.92,1,1,0,0
8079,2026-01-02 17:13:26,3496,1211,Who was the screenwriter for Buyout?,"[""Gennifer Hutchison""]",The screenwriter for the film Buyout was Michael A. Walker.,0.2468,0,0,1,0
8080,2026-01-02 17:13:27,24715,11150,Who was the screenwriter for Pixels?,"[""Tim Herlihy"", ""Timothy Patrick Herlihy""]",Tim Herlihy,0.832,1,1,0,0
8081,2026-01-02 17:13:28,211,862,Who was the screenwriter for Storm?,"[""David Winning""]",The screenwriter for the film Storm (1999) was Steve Brown.,0.0001,0,0,1,0
8082,2026-01-02 17:13:30,6691,499933,Who was the screenwriter for The Sniffing Accountant?,"[""Jerry Seinfeld"", ""Jerome Allen Seinfeld"", ""Cable Boy"", ""Mr. Steinfeld"", ""Jerome Allen \""Jerry\"" Seinfeld"", ""Larry David"", ""Lawrence Gene David"", ""Lawrence Gene \""Larry\"" David"", ""the greatest man alive""]",I don't know.,0.0,0,0,1,1
8083,2026-01-02 17:13:31,10133,31717,Who was the screenwriter for Two Mothers?,"[""Anne Fontaine"", ""Anne Fontaine Sibertin-Blanc"", ""Doris Lessing"", ""Doris May Tayler"", ""Jane Somers""]",The screenwriter for Two Mothers was O. Henry (William Sydney Porter) — the film was based on his story; the screenplay was by Frances Marion.,0.092,0,0,1,0
8084,2026-01-02 17:13:32,6171,196,Who was the screenwriter for Cousins?,"[""Jean-Charles Tacchella"", ""Jean Charles Tacchella""]",Iris Rainer Dart,0.035,0,0,1,0
8085,2026-01-02 17:13:34,42958,1143,Who was the screenwriter for Easy A?,"[""Bert V. Royal""]",The screenplay for Easy A was written by Bert V. Royal.,0.988,1,1,0,0
8086,2026-01-02 17:13:35,9797,232,Who was the screenwriter for The Robe?,"[""Lloyd C. Douglas"", ""Lloyd Cassel Douglas"", ""Philip Dunne"", ""Philip Ives Dunne"", ""Albert Maltz"", ""Gina Kaus""]",Philip Yordan,0.84,0,0,1,0
8087,2026-01-02 17:13:36,1800,18969,Who was the screenwriter for Vithagan?,"[""R. Parthiepan""]",A. L. Vijay,0.1374,0,0,1,0
8088,2026-01-02 17:13:37,720,4451,Who was the screenwriter for Yellow?,"[""Chris Chan Lee""]",The screenwriter for the film Yellow is Nick Lentz.,0.1245,0,0,1,0
8089,2026-01-02 17:13:38,769,2003,Who was the screenwriter for Rain?,"[""Joris Ivens"", ""Georg Henri Anton Ivens"", ""George H.A. Ivens"", ""Jaris Ivens"", ""Mannus Franken""]","The screenwriter for the 1932 film Rain (based on Somerset Maugham's play, starring Joan Crawford and Walter Huston) was John Colton and Clemence Randolph (who adapted Maugham's play for the screen).",0.32,0,0,1,0
8090,2026-01-02 17:13:40,274,1327,Who was the screenwriter for Ballad of Tara?,"[""Bahram Bayzai"", ""Bahram Beyzai""]",Bahram Beyzai,0.86,1,1,0,0
8091,2026-01-02 17:13:41,9060,50572,Who was the screenwriter for Labor Day?,"[""Jason Reitman"", ""Joyce Maynard"", ""Daphne Joyce Maynard""]","Jason Reitman and David Magee (screenplay by Jason Reitman and David Magee, based on the novel by Joyce Maynard)",0.46,1,1,0,0
8092,2026-01-02 17:13:42,3439,11247,Who was the screenwriter for Sandwich?,"[""Anees Bazmee""]",The screenwriter for the film Sandwich (2006) was Shekhar Kapur.,0.0826,0,0,1,0
8093,2026-01-02 17:13:43,207,67043,Who was the screenwriter for Boomerang?,"[""Alain Delon"", ""Alain Fabien Maurice Marcel Delon""]",The screenwriter for the 1992 film Boomerang was Barry Morrow.,0.21,0,0,1,0
8094,2026-01-02 17:13:44,34064,8599,Who was the screenwriter for Elizabeth?,"[""Michael Hirst""]",William Nicholson,0.54,0,0,1,0
8095,2026-01-02 17:13:47,712,3071,Who was the screenwriter for Roman?,"[""Lucky McKee"", ""Edward Lucky McKee""]","Without more context there are many films, books, or works titled ""Roman."" A notable film ""Roman"" (2006) was written by Luke Cormican; the 2004 Canadian film ""Roman"" was written and directed by Alan Brown; the 2007 horror film ""Roman"" (also known as The Traveler) was written by David Schmoeller; and the 2019 Polish film ""Roman"" (Román?) was written by Michał Kwieciński. Please specify which ""Roman"" (year, country, director, or medium) you mean.",0.2,0,0,1,0
8096,2026-01-02 17:13:48,44218,5887,Who was the screenwriter for The Tourist?,"[""Florian Henckel von Donnersmarck""]",Florian Henckel von Donnersmarck,0.14,1,1,0,0
8097,2026-01-02 17:13:49,7432,664,Who was the screenwriter for The Corporation?,"[""Mark Achbar""]","Mark Achbar and Jennifer Abbott (screenplay by Mark Achbar and Jennifer Abbott, based on Joel Bakan's book)",0.43,1,1,0,0
8098,2026-01-02 17:13:50,389,1160,Who was the screenwriter for Erotikon?,"[""Mauritz Stiller""]",Hjalmar Bergman,0.29,0,0,1,0
8099,2026-01-02 17:13:51,28646,183061,Who was the screenwriter for The Fog?,"[""Debra Hill"", ""John Carpenter"", ""John Howard Carpenter""]",John Carpenter and Debra Hill,0.79,1,1,0,0
8100,2026-01-02 17:13:53,1845,1077,Who was the screenwriter for The Chase?,"[""Philip Yordan""]",Horton Foote,0.27,0,0,1,0
8101,2026-01-02 17:13:54,765,661,Who was the screenwriter for Best?,"[""Mary McGuckian""]","I don't have enough context to determine which work titled ""Best"" you're asking about (there are multiple films, TV episodes, books, etc.). Please specify the year or medium (film, TV, play, etc.) so I can identify the correct screenwriter.",0.12,0,0,1,1
8102,2026-01-02 17:13:55,1325,10273,Who was the screenwriter for Staten Island?,"[""James DeMonaco""]",Jason Michael Brescia,0.6025,0,0,1,0
8103,2026-01-02 17:13:56,24711,2715,Who was the screenwriter for MASH?,"[""Ring Lardner"", ""Ring Lardner, Jr.""]",Ring Lardner Jr.,0.54,1,1,0,0
8104,2026-01-02 17:13:58,3346,3585,Who was the screenwriter for Immortal?,"[""Enki Bilal"", ""Enes Bilal"", ""Enes Bilanović""]","The screenwriter for Immortal (2004 film ""Immortal"" aka ""Immortel (ad vitam)"") was Enki Bilal (story) and Jodorowsky? Wait — double-checking memory: Immortal (2004) directed by Enki Bilal was based on his own graphic novel and the screenplay was by Enki Bilal and Gérard Guérin? I'm not certain.",0.0,1,1,0,1
8105,2026-01-02 17:14:00,7343,2389,Who was the screenwriter for Bol?,"[""Shoaib Mansoor""]",Shafiq Syed (screenplay by Farhat Ishtiaq; story and screenplay credits commonly attributed to Shoaib Mansoor as the film's writer/director—officially screenplay by Shoaib Mansoor),0.25,1,1,0,0
8106,2026-01-02 17:14:01,179,1616,Who was the screenwriter for The Supplement?,"[""Krzysztof Zanussi"", ""Krzysztof Pius Zanussi""]",The screenwriter for The Supplement (2002) was Krzysztof Zanussi.,0.6865,1,1,0,0
8107,2026-01-02 17:14:03,24786,7630,Who was the screenwriter for On the Beach?,"[""Nevil Shute"", ""Nevil Shute Norway""]",John Paxton,0.76,0,0,1,0
8108,2026-01-02 17:14:03,1705,254,Who was the screenwriter for Numbers?,"[""David Fury"", ""Brent Fletcher""]",William Goldman,0.32,0,0,1,0
8109,2026-01-02 17:14:05,3171,28666,Who was the screenwriter for Time After Time?,"[""Ed Burns"", ""David Simon"", ""David Judah Simon""]",Nicholas Meyer,0.78,0,0,1,0
8110,2026-01-02 17:14:06,229,1455,Who was the screenwriter for Seven Songs for Malcolm X?,"[""John Akomfrah""]",Michael Wadleigh,0.38,0,0,1,0
8111,2026-01-02 17:14:07,4435,28666,Who was the screenwriter for Hamsterdam?,"[""George Pelecanos"", ""George P. Pelecanos"", ""David Simon"", ""David Judah Simon""]",Rafael Alvarez,0.12,0,0,1,0
8112,2026-01-02 17:14:09,769,159,Who was the screenwriter for Rain?,"[""Joris Ivens"", ""Georg Henri Anton Ivens"", ""George H.A. Ivens"", ""Jaris Ivens"", ""Mannus Franken""]","Without more context, it's ambiguous; but if you mean the 2001 British film ""Rain"" (directed by Craig Strachan), the screenwriter was Tony Grounds.",0.2,0,0,1,0
8113,2026-01-02 17:14:10,3545,952,Who was the screenwriter for The Monster?,"[""Crane Wilbur"", ""Erwin Crane Wilbur""]",Crane Wilbur,0.8067,1,1,0,0
8114,2026-01-02 17:14:11,25832,703,Who was the screenwriter for 8½?,"[""Brunello Rondi"", ""Ennio Flaiano"", ""Tullio Pinelli"", ""Federico Fellini"", ""Frederico Fellini"", ""Fellas"", ""Federico""]",Federico Fellini (co‑written with Tullio Pinelli and Ennio Flaiano),0.62,1,1,0,0
8115,2026-01-02 17:14:12,11787,336128,Who was the screenwriter for The Jacket?,"[""Jerry Seinfeld"", ""Jerome Allen Seinfeld"", ""Cable Boy"", ""Mr. Steinfeld"", ""Jerome Allen \""Jerry\"" Seinfeld"", ""Larry David"", ""Lawrence Gene David"", ""Lawrence Gene \""Larry\"" David"", ""the greatest man alive""]",Mark Protosevich,0.84,0,0,1,0
8116,2026-01-02 17:14:13,2157,3321,Who was the screenwriter for The Prize?,"[""Ernest Lehman"", ""Ernest Paul Lehman""]",Ernest Lehman,0.73,1,1,0,0
8117,2026-01-02 17:14:15,10969,593,Who was the screenwriter for Demons?,"[""Franco Ferrini"", ""Dardano Sacchetti"", ""Dario Argento"", ""Sirio Bernadotte"", ""Lamberto Bava""]","Dario Argento (screenplay by Dario Argento and Franco Ferrini, based on a story by Dario Argento)",0.484,1,1,0,0
8118,2026-01-02 17:14:16,6369,3723,Who was the screenwriter for Evening?,"[""Michael Cunningham"", ""Susan Minot""]",Susan Minot,0.7523,1,1,0,0
8119,2026-01-02 17:14:17,41620,9189,Who was the screenwriter for Holes?,"[""Louis Sachar""]",Louis Sachar,0.42,1,1,0,0
8120,2026-01-02 17:14:18,141,99,Who was the screenwriter for ...à la campagne?,"[""Manuel Poirier""]",Jean-Luc Godard,0.24,0,0,1,0
8121,2026-01-02 17:14:19,29613,16219,Who was the screenwriter for The King and I?,"[""Ernest Lehman"", ""Ernest Paul Lehman"", ""Oscar Hammerstein II"", ""Hammerstien"", ""Oscar Greely Clendenning Hammerstein II"", ""Oscar Hammerstein"", ""Oscar Greeley Clendenning Hammerstein II""]",Ernest Lehman,0.63,1,1,0,0
8122,2026-01-02 17:14:20,19543,93841,Who was the screenwriter for Persona?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",Ingmar Bergman,0.98,1,1,0,0
8123,2026-01-02 17:14:22,565,949,Who was the screenwriter for Human Resources?,"[""Laurent Cantet""]",Simon Rich,0.43,0,0,1,0
8124,2026-01-02 17:14:23,6882,111573,Who was the screenwriter for Pilot?,"[""Brad Falchuk"", ""Bradley Douglas Falchuk""]","The screenwriter for ""Pilot"" was Jonathan Nolan.",0.1728,0,0,1,0
8125,2026-01-02 17:14:24,155,854,Who was the screenwriter for Two?,"[""Werner Schroeter""]",Samuel Beckett,0.52,0,0,1,0
8126,2026-01-02 17:14:25,21538,248592,Who was the screenwriter for The Gift?,"[""Billy Bob Thornton"", ""Bud Thornton""]",Joel Edgerton,0.9123,0,0,1,0
8127,2026-01-02 17:14:27,216,596,Who was the screenwriter for The Secret?,"[""Robert Enrico""]",The screenwriter for The Secret (2007 documentary film based on Rhonda Byrne's book) is Rhonda Byrne (she wrote the book and is credited for the film's script/screenplay).,0.14,0,0,1,0
8128,2026-01-02 17:14:29,9594,76846,Who was the screenwriter for Passion?,"[""Brian De Palma"", ""Brian Russell De Palma""]",The screenwriter for Passion (2012 film by Brian De Palma) was Stephen Soderbergh credited screenplay? Wait. I must pick one. The film Passion (2012) was written by Chris Sharpe? I'm uncertain. Confidence: 0.0000,,1,1,0,0
8129,2026-01-02 17:14:30,5765,1901,Who was the screenwriter for Hoot?,"[""Wil Shriner""]",Carl Hiaasen,0.03,0,0,1,0
8130,2026-01-02 17:14:31,115,320,Who was the screenwriter for Ontarjatra?,"[""Catherine Masud"", ""Wife of Tareque Masud"", ""Tareque Masud""]",Tareque Masud,0.76,1,1,0,0
8131,2026-01-02 17:14:33,76264,290220,Who was the screenwriter for The Mist?,"[""Stephen King"", ""Stephen Edwin King"", ""Richard Bachman"", ""John Swithen""]",Frank Darabont,0.88,0,0,1,0
8132,2026-01-02 17:14:34,381,383,Who was the screenwriter for I Love You?,"[""Arnaldo Jabor""]",The screenwriter for I Love You was Alice Duer Miller.,0.31,0,0,1,0
8133,2026-01-02 17:14:35,710,52315,Who was the screenwriter for Once Upon A Time?,"[""Patrick McGoohan"", ""Patrick MacGoohan"", ""Patrick Joseph McGoohan""]",The 2011 ABC TV series Once Upon a Time had multiple screenwriters; its co-creators and primary writers were Edward Kitsis and Adam Horowitz.,0.7333,0,0,1,0
8134,2026-01-02 17:14:37,368,15543,Who was the screenwriter for The Experience?,"[""Abbas Kiarostami""]","Without additional context (year or country), the most likely match is the 1973 Egyptian film ""The Experience"" (Al-Tajruba), whose screenwriter was Salah Abu Seif (also credited as screenwriter or co-writer).",0.19,0,0,1,0
8135,2026-01-02 17:14:39,3280,93841,Who was the screenwriter for The Silence?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",John Michael Hayes,0.27,0,0,1,0
8136,2026-01-02 17:14:40,3169,327,Who was the screenwriter for We'll Always Have Paris?,"[""Hannah Louise Shearer""]",Sheldon Keller,0.12,0,0,1,0
8137,2026-01-02 17:14:41,17018,18551,Who was the screenwriter for The Thin Man?,"[""Albert Hackett"", ""Albert Maurice Hackett"", ""Dashiell Hammett"", ""Samuel Dashiell Hammett"", ""Frances Goodrich""]",Albert Hackett and Frances Goodrich,0.76,1,1,0,0
8138,2026-01-02 17:14:43,480,330,Who was the screenwriter for The Calamari Wrestler?,"[""Minoru Kawasaki"", ""Kawasaki Minoru"", ""Yūichi Nangō"", ""Nangō Yūichi"", ""Yuichi Nango"", ""Nango Yuichi""]",The screenwriter for The Calamari Wrestler (2004) was Noboru Iguchi.,0.43,0,0,1,0
8139,2026-01-02 17:14:44,195702,12458,Who was the screenwriter for The Thing?,"[""Bill Lancaster"", ""William Henry Lancaster""]",Bill Lancaster,0.31,1,1,0,0
8140,2026-01-02 17:14:47,874,131669,Who was the screenwriter for Pilot?,"[""Tina Fey"", ""Elizabeth Stamatina \""Tina\"" Fey"", ""Elizabeth Stamatina Fey""]","The screenwriter for ""Pilot"" depends on which show's pilot is meant; common notable ""Pilot"" episodes include:",0.5246,0,0,1,0
8141,2026-01-02 17:14:48,24515,3348,Who was the screenwriter for Pan?,"[""Jason Fuchs"", ""Jason Isaac Fuchs""]",Jason Fuchs,0.61,1,1,0,0
8142,2026-01-02 17:14:49,8034,6173,Who was the screenwriter for Jade?,"[""Joe Eszterhas"", ""William Friedkin"", ""Vilijam Friedkin""]",Joe Eszterhas,0.94,1,1,0,0
8143,2026-01-02 17:14:50,632,1513,Who was the screenwriter for In the Basement?,"[""Ulrich Seidl"", ""Ulrich Maria Seidl""]",Ulrich Seidl,0.8587,1,1,0,0
8144,2026-01-02 17:14:52,21692,21199,Who was the screenwriter for Cure?,"[""Kiyoshi Kurosawa""]",Kiyoshi Kurosawa,0.9167,1,1,0,0
8145,2026-01-02 17:14:53,1032,10057,Who was the screenwriter for Three?,"[""Tom Tykwer""]",The screenwriter for the 1969 short film Three was Paul Schrader.,0.2,0,0,1,0
8146,2026-01-02 17:14:54,1987,419,Who was the screenwriter for Homecoming?,"[""David Simon"", ""David Judah Simon"", ""Rafael Alvarez""]",Jordan Horowitz,0.16,0,0,1,0
8147,2026-01-02 17:14:57,1862,3712,Who was the screenwriter for Pilot?,"[""Brad Falchuk"", ""Bradley Douglas Falchuk"", ""Ian Brennan""]","The screenwriter for the pilot episode depends on which show you mean; many TV series have episodes titled ""Pilot."" For example:",0.563,0,0,1,0
8148,2026-01-02 17:14:58,61,275,Who was the screenwriter for Death of a Batman?,"[""Roger Marshall""]","The screenwriter for ""Death of a Batman"" was Francis Durbridge.",0.7789,0,0,1,0
8149,2026-01-02 17:14:59,520,820,Who was the screenwriter for A Short Story About Love?,"[""Graham Roland""]",The screenwriter was Diane Kurys.,0.2446,0,0,1,0
8150,2026-01-02 17:15:01,10155,919,Who was the screenwriter for The Wave?,"[""Dennis Gansel""]","The screenwriter for The Wave (2015 Norwegian disaster film) was John Kåre Raake, based on a story by Harald Rosenløw-Eeg; screenplay by Kåre Hedebrant and John Kåre Raake — wait that seems uncertain.",0.1234,0,0,1,0
8151,2026-01-02 17:15:02,3042,706,Who was the screenwriter for After Hours?,"[""Halsted Sullivan"", ""Warren Lieberstein"", ""Warren Keith Lieberstein""]",Joseph Connelly,0.41,0,0,1,0
8152,2026-01-02 17:15:04,88076,2513,Who was the screenwriter for Divergent?,"[""Vanessa Taylor"", ""Evan Daugherty""]",Evan Daugherty,0.64,1,1,0,0
8153,2026-01-02 17:15:05,140,316,Who was the screenwriter for The Tunnel?,"[""Bernhard Kellermann""]",The screenwriter for The Tunnel was David Hare.,0.3571,0,0,1,0
8154,2026-01-02 17:15:07,369,561,Who was the screenwriter for Glass?,"[""Bert Haanstra"", ""Albert Haanstra""]",M. Night Shyamalan,0.99,0,0,1,0
8155,2026-01-02 17:15:08,3948,1769,Who was the screenwriter for To Be or Not to Be?,"[""Ronny Graham"", ""Ronald Montcrief Stringer""]",Edwin Justus Mayer,0.72,0,0,1,0
8156,2026-01-02 17:15:10,21424,25366,Who was the screenwriter for The Blackcoat's Daughter?,"[""Oz Perkins""]",Oz Perkins,0.9612,1,1,0,0
8157,2026-01-02 17:15:12,283,828,Who was the screenwriter for Victory?,"[""Jules Furthman"", ""Stephen Fox""]","Terry Gilliam, Michael Palin, and T. E. B. Clarke (screenplay by Terry Gilliam and Michael Palin; based on a story by T. E. B. Clarke)",0.12,0,0,1,0
8158,2026-01-02 17:15:13,107,662,Who was the screenwriter for Le Mentor?,"[""Jean-Pierre Mocky""]",René Fauchois,0.2667,0,0,1,0
8159,2026-01-02 17:15:14,145,270,Who was the screenwriter for Le Journal d'une femme en blanc?,"[""Jean Aurenche""]",Jean Aurenche,0.72,1,1,0,0
8160,2026-01-02 17:15:15,6238,218598,Who was the screenwriter for Empire?,"[""Andy Warhol"", ""Andrew Warhola"", ""Andrew Warhol"", ""Drella"", ""Andrej Varchol"", ""Andrej Warhol""]","The screenwriter for the film ""Empire"" (1964) was Donald E. Westlake (writing as Curt Clark).",0.35,0,0,1,0
8161,2026-01-02 17:15:17,135,592,Who was the screenwriter for Rails?,"[""Mario Camerini""]",Calogero Salvo,0.18,0,0,1,0
8162,2026-01-02 17:15:18,37,198,Who was the screenwriter for Fear No More?,"[""Adam Barr""]",The screenwriter for Fear No More was Lattimore Brown.,0.0889,0,0,1,0
8163,2026-01-02 17:15:20,2986,14749,Who was the screenwriter for The Detail?,"[""Ed Burns"", ""David Simon"", ""David Judah Simon""]",Taylor Olson,0.23,0,0,1,0
8164,2026-01-02 17:15:21,710,949,Who was the screenwriter for Time Out?,"[""Laurent Cantet""]",Éric Rohmer,0.21,0,0,1,0
8165,2026-01-02 17:15:23,81,802,Who was the screenwriter for The Fake?,"[""Frederick Lonsdale""]",The screenwriter for The Fake was Louis D. Lighton.,0.0538,0,0,1,0
8166,2026-01-02 17:15:24,578,769,Who was the screenwriter for Kitty?,"[""Karl Tunberg""]",Anita Loos,0.832,0,0,1,0
8167,2026-01-02 17:15:25,518,491,Who was the screenwriter for La liceale nella classe dei ripetenti?,"[""Mariano Laurenti""]",Bruno Corbucci,0.37,0,0,1,0
8168,2026-01-02 17:15:27,152,4081,Who was the screenwriter for Will to Live?,"[""Kaneto Shindō"", ""Kaneto Shindo"", ""Shindō Kaneto"", ""Shindo Kaneto"", ""Kaneto Shindou""]",The screenwriter for Will to Live (1999 Japanese film) was Kaneto Shindō.,0.54,1,1,0,0
8169,2026-01-02 17:15:29,173,568,Who was the screenwriter for The Tunnel?,"[""Curtis Bernhardt"", ""Kurt Bernhardt""]",Roland Pertwee,0.84,0,0,1,0
8170,2026-01-02 17:15:31,44722,3206,Who was the screenwriter for Teeth?,"[""Mitchell Lichtenstein"", ""Mitchell Wilson Lichtenstein""]",Mitchell Lichtenstein,0.5937,1,1,0,0
8171,2026-01-02 17:15:32,9024,103,Who was the screenwriter for Little Busters!?,"[""Yūto Tonokawa"", ""Yuto Tonokawa"", ""Yuuto Tonokawa""]",Jun Maeda,0.72,0,0,1,0
8172,2026-01-02 17:15:33,1306,7874,Who was the screenwriter for I Do?,"[""Damon Lindelof"", ""Damon Laurence Lindelof"", ""Carlton Cuse"", ""Arthur Carlton Cuse""]",The screenwriter for I Do? was Paul Soter.,0.3247,0,0,1,0
8173,2026-01-02 17:15:34,12813,736,Who was the screenwriter for Control?,"[""Matt Greenhalgh"", ""Matthew Greenhalgh""]",Paul Schrader,0.21,0,0,1,0
8174,2026-01-02 17:15:35,2055,31887,Who was the screenwriter for Best Friends?,"[""Barry Levinson""]",Elaine May,0.25,0,0,1,0
8175,2026-01-02 17:15:37,1304,273,Who was the screenwriter for Conflict?,"[""Robert Siodmak"", ""Alfred Neumann"", ""Alfred Neumann""]",Ben Hecht,0.36,0,0,1,0
8176,2026-01-02 17:15:38,169,2029,Who was the screenwriter for The New Country?,"[""Lukas Moodysson"", ""Karl Fredrik Lukas Moodysson""]",The screenwriter for The New Country was Lars Bill Lundholm.,0.15,0,0,1,0
8177,2026-01-02 17:15:39,34767,1088,Who was the screenwriter for Precious?,"[""Geoffrey S. Fletcher"", ""Geoffrey Shawn Fletcher""]",Geoffrey Fletcher,0.98,0,0,1,0
8178,2026-01-02 17:15:41,3566,39130,Who was the screenwriter for The End of the World?,"[""Russell T Davies"", ""Stephen Russell Davies""]",Neil Oram,0.36,0,0,1,0
8179,2026-01-02 17:15:42,595,3080,Who was the screenwriter for Lifetime Supply?,"[""Jeffrey Richman""]",The screenwriter for Lifetime Supply was Paul Gittins.,0.301,0,0,1,0
8180,2026-01-02 17:15:43,326522,290220,Who was the screenwriter for The Shining?,"[""Stanley Kubrick"", ""Stephen King"", ""Stephen Edwin King"", ""Richard Bachman"", ""John Swithen"", ""Diane Johnson""]",Stanley Kubrick and Diane Johnson,0.9125,1,1,0,0
8181,2026-01-02 17:15:44,1493,3979,Who was the screenwriter for The Truth?,"[""Véra Clouzot"", ""Vera Clouzot"", ""Henri-Georges Clouzot""]",Jules Dassin,0.0174,0,0,1,0
