dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
8341,2026-01-25 22:40:56,2672,19275,Who was the screenwriter for All or Nothing?,"[""Mike Leigh""]",Mike Leigh,0.9999,1,1,0,0
8342,2026-01-25 22:40:57,918,1035,Who was the screenwriter for Broken Lullaby?,"[""Samson Raphaelson""]",Ernst Lubitsch,0.95,0,-1,1,0
8343,2026-01-25 22:40:58,38538,10970,Who was the screenwriter for Big?,"[""Gary Ross""]",Gary Ross,0.95,1,1,0,0
8344,2026-01-25 22:40:59,15655,11817,Who was the screenwriter for Josh?,"[""Mansoor Khan""]",Anurag Kashyap,0.95,0,-1,1,0
8345,2026-01-25 22:41:00,567,64529,Who was the screenwriter for The Boat?,"[""Buster Keaton"", ""Joseph Frank Keaton"", ""Joseph F. Keaton"", ""Joseph Keaton"", ""Joseph Francis Keaton"", ""Frigo""]",The screenwriter for The Boat was T. J. Scott.,0.9,0,-1,1,0
8346,2026-01-25 22:41:02,2591,892,Who was the screenwriter for The Train?,"[""Pierre Granier-Deferre""]",Cornelius Ryan,0.95,0,-1,1,0
8347,2026-01-25 22:41:03,56,127,Who was the screenwriter for The Accused?,"[""Mario Soffici"", ""Marco Denevi"", ""Marco Denev""]",Barry Levinson,0.9,0,-1,1,0
8348,2026-01-25 22:41:04,785,1680,Who was the screenwriter for Happiness?,"[""Hur Jin-ho"", ""Heo Jin-ho""]",Todd Solondz,0.9999,0,-1,1,0
8349,2026-01-25 22:41:05,553,3030,Who was the screenwriter for The Rage?,"[""Sidney J. Furie"", ""Sidney Joseph Furie""]",John McTiernan,0.9,0,-1,1,0
8350,2026-01-25 22:41:06,10293,54709,Who was the screenwriter for Ugly?,"[""Anurag Kashyap""]",Anurag Kashyap,0.95,1,1,0,0
8351,2026-01-25 22:41:07,2821,1218,Who was the screenwriter for The Delivery?,"[""Charlie Grandy"", ""Charles Brendan Grandy"", ""Daniel Chun""]",John D. Brancato,0.8,0,-1,1,0
8352,2026-01-25 22:41:07,222,2200,Who was the screenwriter for Last Run?,"[""Anthony Hickox""]",John McClain,0.9,0,-1,1,0
8353,2026-01-25 22:41:08,175,318,Who was the screenwriter for Pan?,"[""Henning Carlsen""]",Jason Fuchs,0.98,0,-1,1,0
8354,2026-01-25 22:41:09,9125,13666,Who was the screenwriter for Premium Rush?,"[""David Koepp""]",John Kolvenbach,0.9,0,-1,1,0
8355,2026-01-25 22:41:10,785,582,Who was the screenwriter for Valentín?,"[""Alejandro Agresti""]",Juan José Campanella,0.95,0,-1,1,0
8356,2026-01-25 22:41:11,2389,7816,Who was the screenwriter for I Am?,"[""Tom Shadyac"", ""Edgy""]",I Am is a film written by Tom Shadyac.,0.9,1,1,0,0
8357,2026-01-25 22:41:12,205,1593,Who was the screenwriter for The Days?,"[""Wang Xiaoshuai""]",David Simon,0.9,0,-1,1,0
8358,2026-01-25 22:41:13,101,701,Who was the screenwriter for Fourbi?,"[""Alain Tanner""]",Jean-Pierre Lavoignat,0.95,0,-1,1,0
8359,2026-01-25 22:41:14,2973,10810,Who was the screenwriter for The Future?,"[""Miranda July"", ""Miranda J. Grossinger""]",Miranda July,0.95,1,1,0,0
8360,2026-01-25 22:41:15,28825,1845,Who was the screenwriter for Carol?,"[""Phyllis Nagy""]",Phyllis Nagy,0.9999,1,1,0,0
8361,2026-01-25 22:41:16,7456,16456,Who was the screenwriter for The Pilot?,"[""Marta Kauffman"", ""Marta Fran Kauffman"", ""David Crane""]",John McGreevey,0.95,0,-1,1,0
8362,2026-01-25 22:41:17,770,3317,Who was the screenwriter for Three Minutes?,"[""Adam Horowitz"", ""Edward Kitsis"", ""Edward \""Eddy\"" Lawrence Kitsis"", ""Edward Lawrence Kitsis""]",Bianca Stigter,0.95,0,-1,1,0
8363,2026-01-25 22:41:18,194,710,Who was the screenwriter for Second Best Bed?,"[""Ben Travers""]",David Eldridge,0.95,0,-1,1,0
8364,2026-01-25 22:41:20,703,1394,Who was the screenwriter for Tony?,"[""Bryan Elsley""]","I do not have the specific information about the screenwriter for ""Tony.""",0.0,0,-1,1,0
8365,2026-01-25 22:41:20,3753,1644,Who was the screenwriter for Where No One Has Gone Before?,"[""Michael Reaves"", ""James Michael Reaves"", ""Diane Duane""]",Diane Duane,0.95,1,1,0,0
8366,2026-01-25 22:41:21,466,273103,Who was the screenwriter for A Day's Pleasure?,"[""Charlie Chaplin"", ""Charles Spencer Chaplin"", ""Charles Chaplin"", ""Sir Charles Spencer Chaplin""]",Charlie Chaplin,0.95,1,1,0,0
8367,2026-01-25 22:41:23,2811,616,Who was the screenwriter for Going All the Way?,"[""Dan Wakefield""]",Howard Franklin,0.95,0,-1,1,0
8368,2026-01-25 22:41:24,741,820,Who was the screenwriter for The Package?,"[""Graham Roland"", ""Paul Zbyszewski""]",John Bishop,0.95,0,-1,1,0
8369,2026-01-25 22:41:25,976,3526,Who was the screenwriter for Choke?,"[""Marti Noxon"", ""Martha Mills Noxon""]",Chuck Palahniuk,0.95,0,-1,1,0
8370,2026-01-25 22:41:26,215,206,Who was the screenwriter for Democracy?,"[""Cheryl Heuton"", ""Nicolas Falacci""]",David Mamet,0.95,0,-1,1,0
8371,2026-01-25 22:41:27,13235,251680,Who was the screenwriter for The Tenant?,"[""Roman Polanski"", ""Rajmund Roman Thierry Polański"", ""Polanski""]",Roland Topor,0.95,0,-1,1,0
8372,2026-01-25 22:41:29,2179,11881,Who was the screenwriter for The Unknown?,"[""Tod Browning"", ""Charles Albert Browning""]",Tod Browning,0.95,1,1,0,0
8373,2026-01-25 22:41:30,17771,77686,Who was the screenwriter for Little Man?,"[""Keenen Ivory Wayans"", ""Keenen Ivory Desuma Wayans Sr."", ""Keenen Ivory Desuma Wayans""]",Larry Karaszewski,0.9,0,-1,1,0
8374,2026-01-25 22:41:31,386,535,Who was the screenwriter for The Theme?,"[""Gleb Panfilov"", ""Gleb Anatolyevich Panfilov""]",John McGreevey,0.95,0,-1,1,0
8375,2026-01-25 22:41:32,12319,11247,Who was the screenwriter for Welcome Back?,"[""Anees Bazmee""]",Rumi Jaffery,0.95,0,-1,1,0
8376,2026-01-25 22:41:33,15794,86266,Who was the screenwriter for The Walk?,"[""Robert Zemeckis"", ""Robert L. Zemeckis"", ""Robert Lee Zemeckis""]",Robert Zemeckis,0.9,1,1,0,0
8377,2026-01-25 22:41:34,64054,17065,Who was the screenwriter for WALL·E?,"[""Jim Reardon"", ""Andrew Stanton"", ""Andrew Christopher Stanton Jr."", ""Andrew Ayers Stanton""]",Andrew Stanton,0.95,1,1,0,0
8378,2026-01-25 22:41:35,1751,204,Who was the screenwriter for Get Real?,"[""Patrick Wilde""]",Patrick Wilde,0.9999,1,1,0,0
8379,2026-01-25 22:41:36,809,2125,Who was the screenwriter for Pilot?,"[""Jeff Eastin""]",Steven Moffat,0.95,0,-1,1,0
8380,2026-01-25 22:41:37,1746,23367,Who was the screenwriter for Isolation?,"[""Robert Kirkman""]",John McPhail,0.9,0,-1,1,0
8381,2026-01-25 22:41:38,3994,63276,Who was the screenwriter for The Return?,"[""Michael Schur"", ""Ken Tremendous"", ""Gene Stupnitsky"", ""Lee Eisenberg""]",Andrei Zvyagintsev,0.95,0,-1,1,0
8382,2026-01-25 22:41:38,13879,32723,Who was the screenwriter for In the Cut?,"[""Jane Campion"", ""Elizabeth Jane Campion"", ""Dame Jane Campion"", ""Dame Elizabeth Jane Campion""]",Susanna Moore,0.95,0,-1,1,0
8383,2026-01-25 22:41:39,10356,2959,Who was the screenwriter for Queen?,"[""Anvita Dutt"", ""Anvita Dutt Guptan""]",Peter Morgan,0.95,0,-1,1,0
8384,2026-01-25 22:41:40,154,5790,Who was the screenwriter for So Big?,"[""Edna Ferber""]",Edna Ferber,0.95,1,1,0,0
8385,2026-01-25 22:41:41,52804,273707,Who was the screenwriter for Gravity?,"[""George Clooney"", ""George Timothy Clooney""]",Alfonso Cuarón and Jonás Cuarón,0.95,0,-1,1,0
8386,2026-01-25 22:41:42,32275,4894,Who was the screenwriter for Salt?,"[""Kurt Wimmer""]",Kurt Wimmer,0.95,1,1,0,0
8387,2026-01-25 22:41:43,12329,11609,Who was the screenwriter for Ghost in the Shell 2: Innocence?,"[""Mamoru Oshii"", ""Masamune Shirow""]",Kazunori Itō,0.9999,0,-1,1,0
8388,2026-01-25 22:41:44,12282,17470,Who was the screenwriter for The Celebration?,"[""Thomas Vinterberg""]",Thomas Vinterberg,0.95,1,1,0,0
8389,2026-01-25 22:41:45,473,10696,Who was the screenwriter for Chris?,"[""Jack Thorne""]",Chris McQuarrie,0.95,0,-1,1,0
8390,2026-01-25 22:41:46,85109,116515,Who was the screenwriter for Scooby-Doo?,"[""James Gunn""]",James Gunn,0.9,1,1,0,0
8391,2026-01-25 22:41:47,255,3665,Who was the screenwriter for The Letter?,"[""Manoel de Oliveira"", ""Manoel Cândido Pinto de Oliveira""]",John Patrick,0.95,0,-1,1,0
8392,2026-01-25 22:41:49,6909,508,Who was the screenwriter for Sissi?,"[""Ernst Marischka""]",Ernst Marischka,0.95,1,1,0,0
8393,2026-01-25 22:41:50,7040,21199,Who was the screenwriter for Sweet Home?,"[""Kiyoshi Kurosawa""]",Kim Ji-woon,0.9,0,-1,1,0
8394,2026-01-25 22:41:51,107210,42491,Who was the screenwriter for Cars?,"[""John Lasseter"", ""John Alan Lasseter"", ""John A. Lasseter"", ""Joe Ranft"", ""Joseph Henry Ranft""]",Joe Ranft,0.95,1,1,0,0
8395,2026-01-25 22:41:52,928,1483,Who was the screenwriter for Mata?,"[""Guruprasad""]",K. Raghavendra Rao,0.9,0,-1,1,0
8396,2026-01-25 22:41:54,2772,2226,Who was the screenwriter for Boys?,"[""James Salter"", ""James Arnold Horowitz""]",T.J. McGrath,0.9,0,-1,1,0
8397,2026-01-25 22:41:54,10077,10628,Who was the screenwriter for The Rookie?,"[""Boaz Yakin"", ""Scott Spiegel""]",Mike Rich,0.9999,0,-1,1,0
8398,2026-01-25 22:41:55,261,78,Who was the screenwriter for A Day to Remember?,"[""Jean-Louis Bertucelli"", ""Jean-Louis Bertuccelli""]",John Hughes,0.9,0,-1,1,0
8399,2026-01-25 22:41:56,241,1523,Who was the screenwriter for The Haircut?,"[""Tamar Simon Hoffs""]","I am unable to provide the screenwriter for ""The Haircut"" as there are multiple works with that title and insufficient context.",0.2,0,-1,1,0
8400,2026-01-25 22:41:57,585,3227,Who was the screenwriter for Ada?,"[""Arthur Sheekman""]",John McGreevey,0.95,0,-1,1,0
8401,2026-01-25 22:41:58,8371,6678,Who was the screenwriter for Help Wanted?,"[""Tim Hill"", ""Timothy Joseph \""Tim\"" Hill"", ""Timothy Joseph Hill"", ""Timothy Hill"", ""Tim Hill"", ""Derek Drymon"", ""Derek David Drymon"", ""Derek D. Drymon"", ""Derek Drayman"", ""Derek Dryman"", ""Dare Drymon""]",John W. McGowan,0.95,0,-1,1,0
8402,2026-01-25 22:42:00,322,12152,Who was the screenwriter for Pilot?,"[""Chris Carter"", ""Christopher Carl Carter""]",Steven Knight,0.95,0,-1,1,0
8403,2026-01-25 22:42:01,377,1481,Who was the screenwriter for Tracks?,"[""Henry Jaglom"", ""Henry David Jaglom""]",Marion Nelson,0.95,0,-1,1,0
8404,2026-01-25 22:42:02,2349,1304,Who was the screenwriter for Without Love?,"[""Donald Ogden Stewart""]",Philip Barry,0.95,0,-1,1,0
8405,2026-01-25 22:42:02,198,10620,Who was the screenwriter for Escape?,"[""John Galsworthy"", ""John Sinjohn""]",John McTiernan,0.9,0,-1,1,0
8406,2026-01-25 22:42:03,1343,156747,Who was the screenwriter for Treasure Island?,"[""Orson Welles"", ""George Orson Welles""]",Sidney Howard,0.95,0,-1,1,0
8407,2026-01-25 22:42:05,971,2672,Who was the screenwriter for Head?,"[""Tim Minear"", ""Timothy P. Minear""]",Jack Nicholson,0.9,0,-1,1,0
8408,2026-01-25 22:42:06,17401,7348,Who was the screenwriter for From Beyond?,"[""Stuart Gordon"", ""Stuart Alan Gordon"", ""Brian Yuzna""]",Stuart Gordon,0.9,1,1,0,0
8409,2026-01-25 22:42:07,599,2324,Who was the screenwriter for Victim?,"[""Ashley Chin"", ""Ashley Anthony Chin""]",James B. McCrea,0.95,0,-1,1,0
8410,2026-01-25 22:42:09,74,308,Who was the screenwriter for Exit the Vamp?,"[""Clara Beranger"", ""Clara Strouse"", ""Clara S. Beranger""]",John McGreevey,0.95,0,-1,1,0
8411,2026-01-25 22:42:10,752,3080,Who was the screenwriter for Send Out the Clowns?,"[""Jeffrey Richman""]",Stephen Sondheim,0.95,0,-1,1,0
8412,2026-01-25 22:42:11,582,615,Who was the screenwriter for Love Life?,"[""Zeruya Shalev"", ""Maria Schrader""]",Jim McKay,0.95,0,-1,1,0
8413,2026-01-25 22:42:16,14432,16469,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,"[""Pat Proft"", ""Jerry Zucker"", ""Jim Abrahams"", ""James S. Abrahams"", ""David Zucker""]","Jim Abrahams, David Zucker, and Jerry Zucker",0.9999,1,1,0,0
8414,2026-01-25 22:42:19,7248,1909,Who was the screenwriter for Candy?,"[""Luke Davies""]",Luke Davies,0.95,1,1,0,0
8415,2026-01-25 22:42:20,5972,16262,Who was the screenwriter for The Wash?,"[""DJ Pooh""]",Donnell Rawlings,0.95,0,-1,1,0
8416,2026-01-25 22:42:21,631,3712,Who was the screenwriter for Props?,"[""Ian Brennan""]","I do not have information on a film titled ""Props"" or its screenwriter.",0.0,0,-1,1,0
8417,2026-01-25 22:42:22,169,144,Who was the screenwriter for The Moving True Story of a Woman Ahead of Her Time?,"[""Pieter Verhoeff""]",John McGrath,0.95,0,-1,1,0
8418,2026-01-25 22:42:23,31205,1965,Who was the screenwriter for Secretary?,"[""Steven Shainberg""]",Erin Cressida Wilson,0.9999,0,-1,1,0
8419,2026-01-25 22:42:24,15971,307521,Who was the screenwriter for The Jerk?,"[""Carl Gottlieb"", ""Steve Martin"", ""Steve Glenn Martin"", ""Stephen Glenn Martin""]",Steve Martin,0.95,1,1,0,0
8420,2026-01-25 22:42:25,217,11689,Who was the screenwriter for Athirathan?,"[""Pradeep Kumar""]",S. S. Rajamouli,0.0,0,-1,1,0
8421,2026-01-25 22:42:26,1410,5491,Who was the screenwriter for Christine?,"[""Arthur Schnitzler"", ""Pierre Gaspard-Huit""]",Bill Phillips,0.9999,0,-1,1,0
8422,2026-01-25 22:42:26,7257,1551,Who was the screenwriter for La Piscine?,"[""Jacques Deray""]",Jean-Claude Carrière,0.9,0,-1,1,0
8423,2026-01-25 22:42:27,1718,543,Who was the screenwriter for Invasion?,"[""Mark Wilding""]",Larry Cohen,0.95,0,-1,1,0
8424,2026-01-25 22:42:28,4869,221141,Who was the screenwriter for As You Like It?,"[""Kenneth Branagh"", ""Sir Kenneth Charles \""Ken\"" Branagh"", ""Sir Kenneth Branagh"", ""Sir Kenneth Charles Branagh""]",William Shakespeare,1.0,0,-1,1,0
8425,2026-01-25 22:42:29,395,157,Who was the screenwriter for I Remember That?,"[""Joey Murphy"", ""John Pardee""]",John D. Brancato,0.8,0,-1,1,0
8426,2026-01-25 22:42:31,87,289,Who was the screenwriter for Mary's Ankle?,"[""Luther Reed""]",John Patrick Shanley,0.95,0,-1,1,0
8427,2026-01-25 22:42:32,1039,3550,Who was the screenwriter for Guns?,"[""Andy Sidaris""]",John McClain,0.95,0,-1,1,0
8428,2026-01-25 22:42:33,616,2672,Who was the screenwriter for Are You Now or Have You Ever Been?,"[""Tim Minear"", ""Timothy P. Minear""]",David Mamet,0.95,0,-1,1,0
8429,2026-01-25 22:42:34,2833,3665,Who was the screenwriter for Travelers?,"[""John Shiban"", ""Frank Spotnitz"", ""Frank Charles Spotnitz""]",Brad Wright,0.95,0,-1,1,0
8430,2026-01-25 22:42:35,31959,55672,Who was the screenwriter for Rent?,"[""Chris Columbus"", ""Chris Joseph Columbus""]",Jonathan Larson,0.95,0,-1,1,0
8431,2026-01-25 22:42:36,7795,854,Who was the screenwriter for True Crime?,"[""Stephen Schiff""]",Joe Eszterhas,0.95,0,-1,1,0
8432,2026-01-25 22:42:37,500,3004,Who was the screenwriter for Teenage Exorcist?,"[""Brinke Stevens"", ""Fred Olen Ray"", ""Fabulous Freddie Valentine""]",Paul K. Bowers,0.95,0,-1,1,0
8433,2026-01-25 22:42:38,5367,941,Who was the screenwriter for The Firm?,"[""Al Hunter Ashton"", ""Al Ashton""]",David R. Ellis,0.9,0,-1,1,0
8434,2026-01-25 22:42:39,1745,10737,Who was the screenwriter for Totally F***ed Up?,"[""Gregg Araki""]",Gregg Araki,0.95,1,1,0,0
8435,2026-01-25 22:42:40,870,1117,Who was the screenwriter for Hell?,"[""Krzysztof Piesiewicz"", ""Krzysztof Marek Piesiewicz""]","The screenwriter for ""Hell"" is the German filmmaker and screenwriter, Christian Alvart.",0.9,0,-1,1,0
8436,2026-01-25 22:42:41,747,4281,Who was the screenwriter for On Guard?,"[""Philippe de Broca""]",Jean-Pierre Melville,0.9,0,-1,1,0
8437,2026-01-25 22:42:42,19134,6935,Who was the screenwriter for Parker?,"[""Donald E. Westlake"", ""John B. Allan"", ""Judson Jack Carmichael"", ""Curt Clark"", ""Timothy J. Culver"", ""J. Morgan Cunningham"", ""Richard Stark"", ""Edwin West"", ""Tucker Coe"", ""Sheldon Lord"", ""Donald Edwin Westlake""]",John J. McLaughlin,0.95,0,-1,1,0
8438,2026-01-25 22:42:43,1242,4446,Who was the screenwriter for For Better or Worse?,"[""Jeff Nathanson""]",John McGreevey,0.95,0,-1,1,0
8439,2026-01-25 22:42:44,29933,6406,Who was the screenwriter for Annie?,"[""Will Gluck""]",Thomas Meehan,0.95,0,-1,1,0
8440,2026-01-25 22:42:45,1145,4308,Who was the screenwriter for The Council?,"[""Manny Coto""]",David A. Goodman,0.95,0,-1,1,0
8441,2026-01-25 22:42:46,716,7451,Who was the screenwriter for Pilot?,"[""Mitchell Hurwitz""]",Steven Knight,0.95,0,-1,1,0
8442,2026-01-25 22:42:47,29239,35845,Who was the screenwriter for Milk?,"[""Dustin Lance Black""]",Dustin Lance Black,0.9999,1,1,0,0
8443,2026-01-25 22:42:48,320,3776,Who was the screenwriter for We Are Not Alone?,"[""James Hilton""]",John H. Auer,0.9,0,-1,1,0
8444,2026-01-25 22:42:49,10499,1190,Who was the screenwriter for The Believer?,"[""Henry Bean""]",Henry Bean,0.9999,1,1,0,0
8445,2026-01-25 22:42:49,2936,1345,Who was the screenwriter for The Children?,"[""Tom Shankland"", ""Thomas Otto Shankland""]",David L. Williams,0.95,0,-1,1,0
8446,2026-01-25 22:42:51,11085,64529,Who was the screenwriter for The General?,"[""Buster Keaton"", ""Joseph Frank Keaton"", ""Joseph F. Keaton"", ""Joseph Keaton"", ""Joseph Francis Keaton"", ""Frigo"", ""Al Boasberg"", ""Paul Girard Smith"", ""Paul Gerard Smith"", ""Bill Arp""]",Buster Keaton and Clyde Bruckman,0.95,1,1,0,0
8447,2026-01-25 22:42:51,1019,23433,Who was the screenwriter for Home?,"[""Paul Simms"", ""Tim Van Patten"", ""Timothy Van Patten"", ""Van Patten"", ""Timothy \""Tim\"" Van Patten""]",Tom J. Astle and Matt Ember,0.95,0,-1,1,0
8448,2026-01-25 22:42:52,34450,27241,Who was the screenwriter for M?,"[""Fritz Lang"", ""Friedrich Christian Anton Lang"", ""Friedrich Christian Anton \""Fritz\"" Lang"", ""Fritz Lang (1890-1976)"", ""Thea von Harbou"", ""Thea Gabriele von Harbou""]",Thea von Harbou,0.9999,1,1,0,0
8449,2026-01-25 22:42:53,1163,1415,Who was the screenwriter for The Ballad of Narayama?,"[""Keisuke Kinoshita""]",Shohei Imamura,0.9,0,-1,1,0
8450,2026-01-25 22:42:54,3311,4747,Who was the screenwriter for Dev?,"[""Govind Nihalani""]",Abhijat Joshi,0.95,0,-1,1,0
8451,2026-01-25 22:42:55,1824,735,Who was the screenwriter for Training Day?,"[""Daniel Chun""]",David Ayer,0.9999,0,-1,1,0
8452,2026-01-25 22:42:56,10634,487945,Who was the screenwriter for Eyes of Laura Mars?,"[""David Zelag Goodman"", ""John Carpenter"", ""John Howard Carpenter""]",John Carpenter,0.9,1,1,0,0
8453,2026-01-25 22:42:57,150,1479,Who was the screenwriter for Three Modern Women?,"[""Tian Han""]",John Patrick,0.9,0,-1,1,0
8454,2026-01-25 22:42:58,54344,283553,Who was the screenwriter for A.I. Artificial Intelligence?,"[""Ian Watson"", ""Stanley Kubrick"", ""Steven Spielberg"", ""Steven Allan Spielberg"", ""Spielberg""]",Steven Spielberg,0.9,1,1,0,0
8455,2026-01-25 22:42:59,726,1318,Who was the screenwriter for Under the Sun?,"[""Colin Nutley"", ""Colin James Nutley""]",Pavel Lungin,0.9,0,-1,1,0
8456,2026-01-25 22:43:00,2720,29244,Who was the screenwriter for F?,"[""Johannes Roberts""]","I don't have enough information to determine who the screenwriter for ""F"" is, as there are multiple works with that title.",0.0,0,-1,1,1
8457,2026-01-25 22:43:01,1786,40023,Who was the screenwriter for Dolls?,"[""Takeshi Kitano"", ""Beat Takeshi"", ""Kitano Takeshi""]",Edna F. O'Brien,0.9,0,-1,1,0
8458,2026-01-25 22:43:03,4631,2165,Who was the screenwriter for Fighting?,"[""Dito Montiel""]",Evan Endicott and Josh Stoddard,0.95,0,-1,1,0
8459,2026-01-25 22:43:04,1017,532,Who was the screenwriter for The Cop?,"[""Yves Boisset""]",John McNaughton,0.9,0,-1,1,0
8460,2026-01-25 22:43:04,3391,210,Who was the screenwriter for Scaramouche?,"[""Rafael Sabatini"", ""George Froeschel""]",Rex Harrison,0.2,0,-1,1,0
8461,2026-01-25 22:43:06,2038,20778,Who was the screenwriter for The Good Night?,"[""Jake Paltrow"", ""Jacob Danner Paltrow""]",Martin Freeman,0.9,0,-1,1,0
8462,2026-01-25 22:43:07,938,125,Who was the screenwriter for Female?,"[""Donald Henderson Clarke""]",Paul Verhoeven,0.9,0,-1,1,0
8463,2026-01-25 22:43:08,366,994,Who was the screenwriter for Escape?,"[""Philip Dunne"", ""Philip Ives Dunne""]",Paul Schrader,0.95,0,-1,1,0
8464,2026-01-25 22:43:09,13089,54709,Who was the screenwriter for Water?,"[""Anurag Kashyap"", ""Deepa Mehta""]",Deepa Mehta,0.95,1,1,0,0
8465,2026-01-25 22:43:13,24091,392,Who was the screenwriter for Frida?,"[""Gregory Nava"", ""Anna Thomas"", ""Clancy Sigal"", ""Clarence Sigal"", ""Kalman Sigal""]",Diane Lake,0.95,0,-1,1,0
8466,2026-01-25 22:43:14,1788,64529,Who was the screenwriter for One Week?,"[""Buster Keaton"", ""Joseph Frank Keaton"", ""Joseph F. Keaton"", ""Joseph Keaton"", ""Joseph Francis Keaton"", ""Frigo""]",Buster Keaton,0.95,1,1,0,0
8467,2026-01-25 22:43:15,5922,13219,Who was the screenwriter for The Curse?,"[""David Keith"", ""David Lemuel Keith""]",John McPhail,0.75,0,-1,1,0
8468,2026-01-25 22:43:17,7491,33170,Who was the screenwriter for Game Change?,"[""Danny Strong"", ""Daniel William Strong""]",Danny Strong,0.9999,1,1,0,0
8469,2026-01-25 22:43:18,1689,15543,Who was the screenwriter for Ten?,"[""Abbas Kiarostami""]",Abbas Kiarostami,0.95,1,1,0,0
8470,2026-01-25 22:43:19,102685,129542,Who was the screenwriter for 300?,"[""Zack Snyder"", ""Zachary Edward Snyder"", ""Zachary Edward \""Zack\"" Snyder""]",Zack Snyder,0.9,1,1,0,0
8471,2026-01-25 22:43:20,7341,181962,Who was the screenwriter for The Stud?,"[""Jackie Collins"", ""Jacqueline Jill Collins""]",Jackie Collins,0.9999,1,1,0,0
8472,2026-01-25 22:43:25,317,181,Who was the screenwriter for The inn?,"[""Jerzy Kawalerowicz"", ""Jerzy Franciszek Kawalerowicz"", ""Julian Stryjkowski""]",John McGreevey,0.95,0,-1,1,0
8473,2026-01-25 22:43:26,13758,34967,Who was the screenwriter for The Verdict?,"[""David Mamet"", ""David Alen Mamet"", ""David Alan Mamet""]",David Mamet,0.9999,1,1,0,0
8474,2026-01-25 22:43:27,28936,51564,Who was the screenwriter for Moon?,"[""Duncan Jones"", ""Duncan Zowie Haywood Jones""]",Nathan Parker,0.95,0,-1,1,0
8475,2026-01-25 22:43:27,32973,222498,Who was the screenwriter for The Animatrix?,"[""The Wachowskis"", ""Wachowski Brothers"", ""The Wachowski Brothers"", ""the Wachowski Starship"", ""Wachowski Sisters""]",Andrew Kevin Walker,0.9,0,-1,1,0
8476,2026-01-25 22:43:28,10969,636,Who was the screenwriter for Demons?,"[""Franco Ferrini"", ""Dardano Sacchetti"", ""Dario Argento"", ""Sirio Bernadotte"", ""Lamberto Bava""]",Dario Argento,0.9,1,1,0,0
8477,2026-01-25 22:43:29,82,204,Who was the screenwriter for Democracy?,"[""Sidney Morgan""]",David Mamet,0.95,0,-1,1,0
8478,2026-01-25 22:43:30,30268,18103,Who was the screenwriter for Episodes?,"[""David Crane""]",David Chase,0.95,0,-1,1,0
8479,2026-01-25 22:43:31,351,668,Who was the screenwriter for The Doll?,"[""Wojciech Jerzy Has""]",Richard Oswald,0.95,0,-1,1,0
8480,2026-01-25 22:43:32,375,57298,Who was the screenwriter for Boxes?,"[""Jane Birkin"", ""Jane Mallory Birkin""]",David A. Goodman,0.9,0,-1,1,0
8481,2026-01-25 22:43:34,664,3786,Who was the screenwriter for The Apple?,"[""Mohsen Makhmalbaf""]",Alan Arkin,0.9,0,-1,1,0
8482,2026-01-25 22:43:35,802,986,Who was the screenwriter for Special?,"[""David Fury""]",Davey Holmes,0.95,0,-1,1,0
8483,2026-01-25 22:43:35,125,123,Who was the screenwriter for Sea Legs?,"[""George Marion, Jr.""]",John McGreevey,0.95,0,-1,1,0
8484,2026-01-25 22:43:36,154447,798,Who was the screenwriter for Lost?,"[""Elizabeth Sarnoff"", ""Elizabeth \""Liz\"" Sarnoff"", ""Liz Sarnoff"", ""Adam Horowitz"", ""Damon Lindelof"", ""Damon Laurence Lindelof"", ""Carlton Cuse"", ""Arthur Carlton Cuse"", ""Edward Kitsis"", ""Edward \""Eddy\"" Lawrence Kitsis"", ""Edward Lawrence Kitsis""]",Damon Lindelof,0.95,1,1,0,0
8485,2026-01-25 22:43:38,7272,8459,Who was the screenwriter for Hours?,"[""Eric Heisserer"", ""Eric Andrew Heisserer""]",Eric Heisserer,0.95,1,1,0,0
8486,2026-01-25 22:43:39,165,3986,Who was the screenwriter for L'arma?,"[""Pasquale Squitieri""]",Tonino Guerra,0.95,0,-1,1,0
8487,2026-01-25 22:43:40,939,2059,Who was the screenwriter for Simon?,"[""Marshall Brickman""]",Simon Beaufoy,0.95,0,-1,1,0
8488,2026-01-25 22:43:41,5020,3953,Who was the screenwriter for The Sweeney?,"[""Nick Love""]",Troy Kennedy Martin,0.95,0,-1,1,0
8489,2026-01-25 22:43:42,9186,1373,Who was the screenwriter for Anonymous?,"[""John Orloff""]",John Orloff,0.9999,1,1,0,0
8490,2026-01-25 22:43:43,739,427,Who was the screenwriter for The Shipment?,"[""Chris Black""]",Michael J. O'Connor,0.95,0,-1,1,0
8491,2026-01-25 22:43:44,36670,122100,Who was the screenwriter for Angel?,"[""Joss Whedon"", ""Joseph Hill Whedon""]",Jon Harmon Feldman,0.95,0,-1,1,0
8492,2026-01-25 22:43:45,103,15543,Who was the screenwriter for So Can I?,"[""Abbas Kiarostami""]",David L. Williams,0.9,0,-1,1,0
8493,2026-01-25 22:43:46,1076,7336,Who was the screenwriter for The Stag?,"[""Peter McDonald""]",John Butler,0.95,0,-1,1,0
